idx,pred,ref,prompt_tokens,gen_tokens,latency_sec,tok_per_sec,P,R,F1
80,"Ликвидация юридического лица с налоговыми долгами приводит к тому, что у этого лица не остается средств для погашения задолженности. В результате, в соответствии с Налоговым кодексом Российской Федерации (статья 45) и другими нормативными актами, это лицо становится «должником по налогам», а также «банкротом». Обычно, должник по налогам может быть привлечен к ответственности за непогашение задолженности. В случае ликвидации юридического лица с налоговыми долгами могут применяться следующие меры:

1. **Налогообложение имущества**: Согласно статье 46 Налогового кодекса Российской Федерации, при ликовая (банкротная) ситуации физических или юридических лиц может быть налогообложено имущество должника по налогам.

2. **Арест имущества**: В некоторых случаях, когда имеется основание полагать о том, что задолженность не будет погашена в установленный срок, арест может быть наложен на имущество должника (статья 54 Налогового кодекса Российской Федерации). Срок ареста определяется с учетом того, что он не должен превышать три года.

3. **Привлечение к ответственности**: В случае непогашения налоговых долгов в установленный срок лицо может быть привлечено к административной или уголовной ответственности (статья 13.21 Налогового кодекса Российской Федерации).

4. **Ликвидация юридического лица**: Если у ликвидируемого лица есть активы, которые могут покрыть налоговые долги, то в рамках процесса ликвидации может быть произведен возврат денег на счета налоговых органов.

5. **Межбюджетный трансферт**: В случае непогашения налоговых долгов в установленные сроки, их суммы могут быть включены в межбюджетный трансферт или отражены в качестве расходов на покрытие дефицита бюджета (статья 5.30 Налогового кодекса Российской Федерации).

При этом важно отметить, что процесс ликвидации юридического лица с налоговыми долгами может быть сложным и требовать консультаций с ю","При ликвидации юридического лица налоговые обязательства должны быть полностью погашены; если есть задолженность, налоговый орган может инициировать взыскание с учредителей или правопреемников.",38,512,491.8560683233664,1.0409549316841815,0.60572505,0.7158012,0.6561787
81,"В соответствии с законодательством Республики Казахстан при уклонении от уплаты налогов и (или) налогового обязательства в установленный срок, а также за нарушение обязанности по представлению налоговой отчетности должник несет ответственность в соответствии с требованиями статьи 291 Налогового кодекса. В частности, если налогоплательщик не уплачивает налоги и (или) налоговые платежи в установленный срок, то применяются меры по взысканию средств за счет имущества должника или путем принудительного взыскания у источников доходов должника. Кроме того, могут применяться меры воздействия на лиц, занимающихся уклонением от уплаты налогов и (или) не представление налоговой отчетности. Сюда входят меры по привлечению к уголовной ответственности, а также административная ответственность и штрафные санкции в соответствии с законодательством Республики Казахахстан. Обязанность представления налоговой отчетности может быть исполнена добровольно до наступления правовых последствий за нарушение установленных сроков ее представления, а также уплата недоплаченной суммы налога и (или) неуплаченного налогового обязательства. В целях предотвращения уклонения от уплаты налогов и (или) уклонение от уплаты налоговых платежей в установленный срок и обеспечения своевременной подачи налоговой отчетности, а также для устранения нарушений, допущенных должником при представлении налоговой отчетности, могут применяться меры по предупреждению нарушений. Меры по предупреждению нарушений применяются в соответствии с требованиями законодательства Республики Казахстан и включают разъяснение положений Налогового кодекса и принятие дополнительных мер для обеспечения соблюдения требований налогового законодательства. Также могут быть применены другие меры, предусмотренные законодательством Республики Казахстан. Применение таких мер зависит от конкретной ситуации и обстоятельств каждого случая, а также от степени нарушений и последствий, которые они представляют для соблюдения налоговых обязательств. В случае необходимости может быть назначено расследование или проведена проверка с целью определения соответствующей","Применяются меры принудительного взыскания, арест имущества, ограничение на выезд за границу и судебное разбирательство.",41,512,517.7652140818536,0.9888651961834148,0.56535125,0.725508,0.6354943
82,"Косвенные налоги — это налог на потребление, который взимается с людей и предприятий. Они включают такие налоги, как налог на добавленную стоимость (НДС), акцизы, импортные пошлины, а также налоги на доходы физических лиц, корпоративный подоходный налог и другие косвенные налоги. Косвенные налоги часто взимаются для финансирования государственных расходов или для достижения определенных социальных или экономических целей, таких как сокращение потребления вредных продуктов, такие как сигареты или алкоголь. Они могут быть собраны на федеральном уровне, государственном или местном уровне в зависимости от страны и системы налогообложения. В отличие от прямых налогов, косвенные налоги обычно не взимаются напрямую с личного дохода человека, а вместо этого взимаются при покупке товаров и услуг. Косвенные налоги могут быть сложными для понимания и исчисления из-за их многочисленных категорий и ставок, что может затруднить для отдельных лиц или предприятий точное определение того, сколько они должны заплатить в виде косвенных налогов. Однако эти налоги часто используются как средство инвестирования в государственные услуги и социальные программы, а также могут помочь содействовать более справедливому распределению богатства или дохода. В некоторых случаях, однако, может быть сложно определить эффективность косвенных налогов для достижения этих целей из-за различных факторов, таких как избегание уплаты налогов, дифференциальное воздействие на различные слои населения и экономический рост. Чтобы помочь справиться с этими проблемами, некоторые страны реализовали налоговые реформы, такие как снижение ставок или более широкое введение прогрессивных налоговых ставок, чтобы обеспечить большую справедливость и эффективность их системы косвенных налогов. В целом, косвенные налоги являются важным инструментом для правительств по сбору дохода и продвижению своих социальных или экономических целей. Однако они могут также вызывать проблемы и дебаты из-за их сложности и потенциального влияния на отдельных лиц и предприятия. Таким образом, важно понимать","Косвенные налоги — это налоги, которые включаются в цену товаров, работ или услуг и уплачиваются конечными потребителями (например, НДС и акцизы).",28,512,486.3890251028352,1.0526553305592166,0.6175504,0.75493854,0.679368
83,"При регистрации налогопланировщика необходимо внести на банковский счет сумму, равную 3 МРП.","Налогоплательщик обязан вести налоговый учет, подавать налоговую отчетность, уплачивать налоги и уведомлять налоговый орган об изменениях данных.",38,32,40.984803698956966,0.780777193299437,0.69336224,0.7060824,0.69966453
84,"Налоговый кредит по иностранному налогу — это налоговый вычет, который позволяет индивидуальным лицам или компаниям компенсировать уплаченные ими налоги с доходов, полученных за пределами страны. Это кредит может применяться к различным типам дохода, включая зарубежную трудовую деятельность, дивиденды от иностранных инвестиций и арендную плату за иностранное жилье. Чтобы претендовать на налоговый кредит по иностранному налогу, владельцы бизнеса должны предоставить документы, подтверждающие уплату иностранного налога, а также соответствующую бухгалтерскую отчетность для их налоговых деклараций.

В Соединенных Штатах налоговый кредит за иностранный налог обычно применяется к доходу, полученному в других странах. Если вы владелец бизнеса или индивидуальный работник, который работает за пределами страны, вам необходимо будет предоставить документы для подтверждения уплаты налога в стране, где вы получили этот доход. Это включает в себя подачи соответствующих налоговых деклараций и бухгалтерской отчетности вместе со своей декларацией о личных налогах.

Налоговый кредит за иностранный налог также известен как налоговый кредит на налоги с нераспределенного дохода. Это потому, что он позволяет компенсировать уплаченные налоги в стране, где получен доход. В Соединенных Шататах вы можете получить эту форму налогового кредита, если у вас есть зарубежная трудовая деятельность или дивиденды от иностранных инвестиций.

В целом, цель налогового кредита за иностранный налог — предоставить владельцам бизнеса и индивидуальным работникам возможность компенсировать уплаченные налоги в другой стране. Это помогает обеспечить справедливость и избежать дублирования налога на те же доходы, которые уже были обложены в другой юрисдикции. В результате вы можете получить налоговый кредит за иностранный налог, если у вас есть доход из зарубежных источников или инвестиций. Это может помочь снизить ваш общ","Налоговый кредит позволяет уменьшить налог на сумму налога, уплаченного за рубежом, в пределах, установленных Налоговым кодексом.",33,512,490.4570497642271,1.0439242340305417,0.5973504,0.71095717,0.64922124
85,"Акцизы применяются к различным продуктами, включая алкогольные напитки, табак и автомобили. Каждый продукт имеет свой собственный тариф в зависимости от типа и количества потребляемого товара. Тарифы могут меняться со временем, поэтому важно проверить текущие ставки. Вы можете найти информацию о ставках акцизов на официальном сайте Министерства финансов Республики Казахстан. Также вы можете обратиться в местные налоговые органы за помощью при регистрации товара или покупке. Они могут предоставить вам конкретную информацию о том, как рассчитывать и платить по ставкам акцизов. Помните, что важно соблюдать все применимые законы и правила при обращении с товарами, которые облагаются налогом. Это поможет обеспечить прозрачность и справедливость в отношениях между производителями, розничными торговцами и потребителями. Кроме того, вы можете проверить текущие ставки акцизов на официальном сайте Министерства финансов Республи Казахстан. В этом месте будет собрана вся информация о ставках, которые будут актуальными для товара, который вам интересует. Помните, что важно соблюдать все применимые законы и правила при обращении с товарами, облагаемыми налогом. Это поможет обеспечить прозрачность и справедливость в отношениях между производителями, розничными торговцами и потребителями. Кроме того, вы можете обратиться в местные налоговые органы за помощью при регистрации товара или покупке. Они могут предоставить вам конкретную информацию о том, как рассчитывать и платить по ставкам акцизов. Это может быть особенно полезно для тех, кто не знаком с процессом или имеет дополнительные вопросы. Помните, что важно соблюдать все применимые законы и правила при обращении с товарами, облагаемыми налогом. Это поможет обеспечить прозрачность и справедливость в отношениях между производителями, розничными торговцами и потребителями. Кроме того, вы можете обратиться в местные налоговые органы за помощью при регистрации товара или покупке. Они могут предоставить вам конкретную информациукцию о том, как рассчитывать и платить по ставкам акци","Ставки акцизов устанавливаются в твердой сумме на единицу измерения товара (например, за литр алкоголя, тысячу сигарет) или в процентах от стоимости.",32,512,495.9144953461364,1.0324360445294836,0.53532964,0.6529492,0.5883182
86,"Налогоплательщик освобождается от ответственности в случаях, когда налоговая инспекция не может установить, что он скрыл доход или имущество или осуществил недостоверные операции с целью уклонения от уплаты налога. Также освобождение от ответственности предоставляется лицам, которые являются работниками на случай, если в процессе проверки налоговой инспекции не будет установлено никаких нарушений законодательства о налогах и сборах. Налогоплайнеры освобождаются от ответственности при осуществлении ими операций с использованием банковских счетов или по другим основаниям, если эти действия были совершены в соответствии с законодательством Республики Казахстан и не содержат элемента преступления. Если налоговая инспекция не может установить факты уклонения от уплаты налога путем скрытия дохода или имущества, освобождение от ответственности предоставляется по всем основаниям, предусмотренным настоящим Кодексом. Налогоплайнеры также освобождаются от ответственности при осуществлении ими операций с использованием банковских счетов или по другим основаниям, если эти действия были совершены в соответствии с законодательством Республики Казахахстан и не содержат элемента преступления. В случае, если налоговая инспекция не может установить факты уклонения от уплаты налога путем скрытия дохода или имущества, освобождение от ответственности предоставляется по всем основаниям, предусмотренным настоящим Кодексом. Налогоплайнеры также освобождаются от ответственности при осуществлении ими операций с использованием банковских счетов или по другим основаниям, если эти действия были совершены в соответствии с законодательством Республики Казахстан и не содержат элемента преступления. В случае, если налоговая инспекция не может установить факты уклонения от уплаты налога путем скрытия дохода или имущества, освобождение от ответственности предоставляется по всем основаниям, предусмотренным настоящим Кодексом. Налогоплайнеры также освобождаются от ответственности при осуществлении ими операций с использованием банковских счетов или по другим основанияанию, если эти действия были совершены в",Освобождение возможно при самостоятельном выявлении и исправлении нарушений до момента назначения проверки или подачи уведомления налоговым органом.,37,512,492.3050775048323,1.0400055238003805,0.55403715,0.6943777,0.61631924
87,"Отсрочка исполнения налогового обязательства - это право, предоставляемое налогоплаемому на отсрочку уплаты налога, если он не может его выплатить вовремя. Отсрочка позволяет налогоплайнеру вносить платежи по частям и не платить полный налог сразу. Отсрочка может быть предоставлена на основании различных причин, включая финансовые трудности или непредвиденные обстоятельства. Важно отметить, что отсрочка - это не скидка или возмещение налога, а скорее временное разрешение налогоплайнеру выплачивить свой налог в более удобное для него время. Отсрочку может предоставить Налоговая служба (IRS) или любой другой налоговый орган в зависимости от юрисдикции. Важно всегда следовать указаниям и требованиям к отсрочке, установленным соответствующим налоговым органом, чтобы обеспечить соблюдение всех налоговых законов и правил.",Отсрочка — это перенос срока уплаты налога без начисления штрафов и пени на основании решения налогового органа при наличии уважительных причин.,39,225,222.404624953866,1.011669609148966,0.65029293,0.72896725,0.6873862
88,"Объектом налогообложения по налогу на транспорт являются легковые и грузовые автомобили с двигателем мощностью менее 150 л.с., мотоциклы, автобусы, автомобильные прицепы (за исключением тех, которые относятся к категории подвижного состава железной дороги), тракторы, самоходная сельскохозяйственная техника, мопеды и мотоколяски.","Объектом налогообложения являются зарегистрированные транспортные средства, находящиеся на праве собственности налогоплательщика.",34,100,101.90419969521464,0.9813138251327236,0.66623265,0.7406655,0.7014801
89,"При взыскании налоговой задолженности налогоплектен имеет право на защиту своих законных интересов, включая возможность оспаривать законность действия и (или) действий должностного органа, осуществляющего взыскание, в судебном порядке. Налогоплектен также может выбрать способ взыскания налоговой задолженности, например, через арест активов или приватизацию имущества.","Налогоплательщик имеет право обжаловать действия налогового органа, требовать разъяснений и участвовать в судебном разбирательстве.",40,101,106.54535762686282,0.9479530807312744,0.697528,0.7575999,0.72632396
90,"Налог на землю в отноше физических лиц зависит от количества земельной площади и категории. Например, для 0-5 соток плату нужно заплатить до 2-кратного размера МРОТ, а за 5-10 кварталов — до трехкратного. Для территории более 25 кварталов, в зависимости от категорий, плата может составлять до шести и даже девятикратного размера МРОТ. Кроме того, для физических лиц с одним домом, если площадь земельной собственности составляет менее 20 квадратных метров, налоговая ставка не превышает МРОТ в 2 раза.","Налог на землю для физических лиц рассчитывается исходя из площади земельного участка, его целевого назначения и месторасположения.",35,145,144.12073992704973,1.006100857332507,0.6314907,0.7640917,0.69149166
91,"В соответствии со статьей 336 Налогового кодекса РК международные компании в Казахстане подлежат обложению по налогам, за исключением тех случаев, когда они не имеют постоянного места работы. Объем налогообложения определяется как сумма доходов от деятельности, осуществляемой через постоянное место работы, и от продажи товаров и услуг на территории Республики Казахстан. В случае если международная компания имеет в РК несколько филиалов или представительств, налоговая база рассчитывается для каждого объекта по отдельности. Налоговые обязательства выполняются ежеквартально. Крупные налогоплательщики обязаны подавать декларации о доходах и уплачивать налоги через электронный канал. Международным компаниям, не имеющим постоянного места работы, предоставляется право выбора между двумаями видами налогового режима: корпоративное или индивидуальное. В первом случае компания подлежит обложению по налогам в соответствии с нормами Налогового кодекса РК, а во втором - компания уплачивает налоги только через электронный канал. Для международных компаний, не имеющих постоянного места работы, действует 20% ставка корпоративного подоходного налога и обязательная регистрация в Налоговый орган Республики Казахханстан. Положения Налогового кодекса РК применяются к международным компаниям, которые не имеют постоянного места работы на территории Республики Казахстан, но осуществляют операции с товарами, находящимися под таможенным контролем или таможенной процедурой свободной торговли. В этом случае международная компания обязана представить в Налоговый орган Республики Казахханстан декларацию о доходах и уплачивать налоги ежегодно, не позднее 31 марта следующего года. Международные компании, осуществляющие деятельность на территории Республики Казахстан, но не имеющие постоянного места работы в Республике Казахстан, а также юридические лица-резиденты, совместно с которыми они осуществляют экономическую деятельность, обязаны представить общую декларацию о налог","Доходы международных компаний облагаются в РК, если источником дохода является деятельность, осуществляемая на территории Казахстана через постоянное учреждение.",38,512,492.0257678651251,1.040595906636236,0.6025089,0.74479383,0.66613823
92,"Налоговые обязательства возникают в результате действия налогового кодекса, который требует от налогоплательщиков уплаты определенных сумм налога. Некоторые основания для налогообложения включают:

1. Доход: Налоговики могут облагать налогом доходы, полученные от различных источников, таких как зарплата, заработная плата и инвестиции.

2. Богатство: Некоторые страны или юрисдикции облагают налогом активы, такие как недвижимость или банковские счета.

3. Услуги: Налоговики могут налогооблагать услуги, предоставляемые физическим лицам или предприятиям в рамках их бизнес-деятельности.

4. Трансферные доходы: Налоги также могут быть обложены суммами, полученными от продажи имущества, инвестиций или других видов активов.

5. Прирост капитала: Налоговики могут налогооблагать прирост капитала, который представляет собой прибыль, полученную от продажи инвестиций или других активов.

6. Вычеты: Хотя это может показаться противоречивым, налоговые вычеты также могут создавать налоговые обязательства. Когда налогоплательщик заявляет о большем вычете, чем он имеет право, ему может быть выставлен счет за неуплаченный налог.

Важно отметить, что конкретные основания для налогообложения и ставки налога могут различаться в зависимости от страны, штата или юрисдикции. Также могут существовать различные уровни налогообложения на основе таких факторов, как доход или имущество. Любой человек или предприятие, находящиеся под налоговым обязательством, должны следовать правилам и процедурам для правильной уплаты своих налогов в соответствии с применимым законодательством.","Основанием являются факты нарушения налогового законодательства, зафиксированные в актах проверок, ревизий или поступившие из других органов.",34,422,405.2792777949944,1.041257283856155,0.59163797,0.6943889,0.6389086
93,"Налоговое обязательство по уплате НДС — это требование к налогоплательщику ежемесячно (или в другом установленном порядке) отчитываться о сумме НДС, начисленного и удержанного с реализации товаров и услуг. Это включает в себя расчеты по НДС, начисленному за предыдущий месяц, а также любые корректировки или уменьшения по НДС, удержанному ранее. Налогоплательщики обязаны предоставить декларацию о налоговом обязательстве по уплате НДС в органы финансовой службы (ФС) не позднее 25 числа месяца, следующего за отчетным месяцем.

Налоговое обязательство по уплате НДС должно содержать сведения об общей сумме НДС, начисленной и удержанной с реализации товаров и услуг, а также о любых корректировках или уменьшениях по НДС. В случае если налогоплательщик имеет право на возврат части или полного НДС, он должен указать об этом в своей декларации.

Налогоплательщики обязаны хранить документацию, подтверждающую сведения, представленные в налоговом обязательстве по уплате НДС, в течение пяти лет. Это включает записи о реализации товаров и услуг, а также любые корректировки или уменьшения по НДС. Кроме того, налогоплательщики должны сохранять копию своей декларации о налоговом обязательстве по уплате НДС на срок не менее пяти лет.

Налоговые органы контролируют соблюдение требований к налоговому обязательству по уплате НДС и могут осуществлять проверку документов, подтверждающих сведения, представленные в декларации. Если налогоплательщик не соблюдает требования к налоговому обязательству по уплате НДС или предоставляет недостоверные данные, он может быть привлечен к ответственности за нарушение требований Налогового кодекса Республики Казахстан. В этом случае налогооблагаемое лицо несет ответственность","Обязательство включает выставление счетов-фактур, исчисление НДС, уплату НДС в бюджет и предоставление налоговой отчетности.",38,512,492.3911334690638,1.0398237604174247,0.5993334,0.70940334,0.6497397
94,"Специальный налоговый режим на основе упрощенной деклакации применяется к субъектам малого предпринимательства и индивидуальным предпприятиям, включая физических лиц, занимающихся частной практикой. К ним относятся микропредприятия, малые предприятия и другие лица, которые соответствуют критериям субъекта малого предпринимательства или индивидуального предпринимателя, такие как размер активов, объем доходов и тип бизнес-деятельности. Квалифицированные лица могут выбрать этот режим вместо общей системы налогообложения, что может упростить налоговые обязательства и снижзить административную нагрузку. Однако важно отметить, что специальный налоговый режим на основе упрощенной декларации может иметь ограничения по типу дохода, который квалифицируется, и процентам налога, которые применяются. Каждому лицу следует ознакомиться с требованиями и возможностями, связанными со специальным налоговым режимом на основе упрощенной декларации, прежде чем принимать решение об его применении.","Индивидуальные предприниматели и юридические лица малого бизнеса, доход которых не превышает установленный лимит, при условии соблюдения требований законодательства.",40,269,264.7833636747673,1.01592485368685,0.61675227,0.7127487,0.6612848
95,"Налоговый орган отправляет налоговым агентам электронные уведомления по электронной почте. Эти электронные письма содержат сведения об их налогооблагаемом доходе и налоговых обязательствах за определенный финансовый год. Это позволяет налогоплательщикам получать доступ к своим налоговым данным в удобное для них время и место. Кроме того, это снижает количество бумажной работы и экономит время по сравнению с традиционным почтовым уведомлением.",Для этого налогоплательщик должен зарегистрироваться в личном кабинете налогоплательщика и активировать получение уведомлений в электронной форме.,43,127,132.63733244128525,0.9574981467319488,0.6734794,0.72958714,0.7004114
96,"Существует три вида налоговых проверок: плановая, выездная и аварийная. Плановые проверки проводятся по графику, выездные — при необходимости, а аварийные проводятся в ответ на жалобу или сообщение о нарушении налогового законодательства. Важно соблюдать правила и положения для каждого типа проверки, чтобы избежать ненужных проблем с налоговой службой.","Существуют камеральные, выездные и встречные налоговые проверки, отличающиеся объемом и характером контрольных мероприятий.",30,97,96.55420148884878,1.0046170803991654,0.6711491,0.69553876,0.68312633
